title,genres,keywords,cast,director,popularity
Hatchet,"comedy, horror","new orleans, alligator, male friendship, ax, swampf, serial killer","joel david moore, tamara feldman, deon richmond, kane hodder, mercedes mcnab, parry shen, joel murray, joleigh fioravanti, richard riehle, patrika darbo, robert englund, joshua leonard, tony todd, john carl buechler, rileah vanderbilt",adam green,12.677016
Modern Times,"drama, comedy","factory, ambulance, invention, tramp, great depression, industrial revolution, slapstick, machine, pardon, guilty","charlie chaplin, paulette goddard, henry bergman, tiny sandford, chester conklin, hank mann, stanley blystone, al ernest garcia, richard alexander, cecil reynolds, mira mckinney, murdock macquarrie, wilfred lucas, edward lesaint, fred malatesta, sammy stein, juana sutton, ted oliver, gloria dehaven, norman ainsley, bobby barber, chuck hamilton, jack low, harry wilson, heinie conklin, bruce mitchell, lloyd ingraham, walter james, buddy messinger, frank moran, james c. morton, louis natheaux, j.c. nugent, russ powell, john rand, pat harmon",charlie chaplin,28.27648
My Name Is Bruce,"comedy, horror","parody, parallel world","bruce campbell, grace thorsen, ted raimi, adam boyd, mike estes, janelle farber, dani kelly",bruce campbell,7.5591
The Salon,comedy,independent film,"dondre whitfield, kym whitley, monica calhoun, terrence howard, darrin henson, kelvin davis, vivica a. fox",mark brown,2.02817
Road Hard,comedy,"road trip, stand-up comedy, romantic comedy, travel","adam carolla, diane farr, larry miller, mindy robinson, david koechner, vanessa branch, illeana douglas, heather paige cohn, larry clarke, jonathan klein, jim o'heir, windell middlebrooks, jay mohr, sarah halford, jackie debatin, cynthy wu","adam carolla, kevin hench",0.859014
Forty Shades of Blue,"drama, romance",independent film,"dina korzun, rip torn, darren e. burrows, andrew henderson, elizabeth morton, joanne pankow, jenny o'hara",ira sachs,0.071377
Amigo,"drama, history, war","ambush, rebel, rain, village, arrest, friendship, gun battle, soldier, american","chris cooper, dj qualls, garret dillahunt, yul vazquez, lucas neff, dane dehaan, joel torre, bill tangradi",john sayles,0.193172
Pontypool,"horror, mystery, science fiction","disc jockey, radio station, winter, survival, zombie, fear, ontario canada, radio broadcast, talk radio, zombie apocalypse, trapped building","stephen mchattie, lisa houle, georgina reilly, hrant alianak, rick roberts, louis negin, daniel fathers, beatriz yuste, tony burgess, boyd banks, hannah fleming, rachel burns, laura nordin",bruce mcdonald,4.680206
Trucker,drama,"california, sex, bar, motel, highway, reunion, cancer, independent film, violence, anger, divorcee, drunk, trucker, americana, traffic","michelle monaghan, nathan fillion, joey lauren adams, jimmy bennett, mika boorem, benjamin bratt, brandon hanson, dennis hayden, bryce johnson, franklin dennis jones, johnny simmons",james mottern,1.20173
The Lords of Salem,"horror, thriller","witch, coven, salem massachusetts, satanic","sheri moon zombie, bruce davison, jeff daniel phillips, judy geeson, meg foster, patricia quinn, ken foree, dee wallace, maría conchita alonso, richard fancy, andrew prine, michael berryman, sid haig, suzanne voss, torsten voges, lisa marie, barbara crampton, michael shamus wiles, ernest lee thomas, maria olsen, camille keaton, clint howard, udo kier, richard lynch, bonita friedericy, nancy linehan charles, flo lawrence, brynn horrocks, susan gray, niko posey, julian acosta, brandon cruz, gabriel pimentel, john 5, dustin quick, james messersmith, christine ames, diana hart, silvia moore, daniel roebuck, judy thompson, carlos del valle, jobeth wagner",rob zombie,14.504326
Housebound,"horror, comedy, thriller","haunted house, father-in-law, superstition, house arrest, basement, mystery, plot twist, exploding head, security guard, garden shears, dentures, home detention","morgana o'reilly, rima te wiata, glen-paul waru, cameron rhodes, millen baird, ross harper, bruce hopkins, ryan lampp, ian mune, wallace chapman",gerard johnstone,10.322858
Wal-Mart: The High Cost of Low Price,documentary,"usa, capitalism, department store, protest, community, middle class, big business, retail trade, consumerism, business, economics, corporation, walmart","lee scott, don hunter, jon hunter, jeremy hunter, matt hunter, johnny faenza, frank mormino, john bruening, tom glassburner, weldon nicholson, al norman, grace thibodeaux, diane devoy, cathy nemchik, stan fortune, jon lehman, phenix montgomery, josh noble, donna payton, alicia sylvia, edith arana, norberto ricardo, anthony j. kuc jr.",robert greenwald,1.404175
Fetching Cody,"comedy, drama, fantasy, romance, science fiction",independent film,"jay baruchel, sarah lind, jim byrnes, neil denis, chilton crane, barclay hope, lucas blaney, liam mcguigan, nicole muñoz, jessica mcleod, angela moore",david ray,0.077876
Closer to the Moon,"comedy, drama",bank robbery,"vera farmiga, mark strong, harry lloyd, anton lesser, joe armstrong, christian mckay, tim plester, monica bârlădeanu, allan corduner",nae caranfil,9.159265
Mutant World,science fiction,"winter, mutant, post-apocalyptic, dystopia, meteor, politics scarcity","kim coates, holly deveaux, ashanti, amber marshall, jason cermak, megan tracz, greg lawson, david lereaney, jesse lipscombe, john desantis, sydney bell",david winning,1.893697
Snow White and the Seven Dwarfs,"fantasy, animation, family","poison, witch, adult, sadness, queen, attempted murder, dying death, appearance, princess, candlelight vigil, snow white","adriana caselotti, lucille la verne, harry stockwell, roy atwell, pinto colvig, otis harlan, scotty mattraw, billy gilbert, eddie collins, moroni olsen, stuart buchanan, marion darlington, purv pullen",david hand,80.171283
The Holy Girl,"drama, foreign","hotel, teenage girl, doctor, woman director, spanish movie","maría alché, mercedes morán, carlos belloso, alejandro urdapilleta, mía maestro",lucrecia martel,0.684881
Shalako,western,"native american, gunfighter, hunting party","sean connery, brigitte bardot, jack hawkins, stephen boyd, peter van eyck, honor blackman, woody strode, alexander knox, eric sykes, valerie french, julián mateos, don barry, rodd redwing, chief tug smith, hans de vries",edward dmytryk,3.598457
The Dog Lover,drama,"undercover, dog, animal welfare, animal rights organization, puppy mill, animal rescues, college intern","allison paige, james remar, lea thompson, jayson blair, sherry stringfield, michael king, christina moore, annabelle kavanagh, april adams, ali afshar, ashley parker angel, philip boyd, seth coltan, david coussins, cullen douglas, brando eaton, kathleen wilhoite, matthew glave, karen kahn, mike lutz, george maguire, scott manuel johnson, courtney hope turner, robert merrill, ashley michaelsen, stephen rider, ajani perkins, nick mavrakis, lindsay leopold, atticus todd",alex ranarivelo,1.193219
GirlHouse,"horror, thriller","female nudity, sex, shower, sauna, nudity, security camera, house, webcam, website, murder, lesbian, masked killer, slasher, undressing, violence, home invasion, masked man, internet chat, sex scene, internet porn, security guard, disfigured face, porn actress, skirt, college student, rubber mask","ali cobrin, erin agostino, james thomas, alice hunter, alyson bath, adam dimarco, slaine, elysia rotaru, chasty ballesteros, nicole fox, zuleyka silver, wesley macinnes, camren bicondova","jon knautz, trevor matthews",8.039223
The Blue Room,"drama, crime, thriller","murder, suspense, love affair, police interrogation, murder trial","mathieu amalric, léa drucker, stéphanie cléau, laurent poitrenaux",mathieu amalric,2.486992
House at the End of the Drive,"thriller, horror",ghost story,"james oliver, jonathan mangum, alison raimondi, angela jones, lance henriksen, john dylan howard, marco greco, ellen geer, gizelle d'cole, yusuf gatewood, paydin lopachin, lisa diane morgan, via osgood, jessica szohr",david worth,0.43049
Batman,"family, adventure, comedy, science fiction, crime","submarine, dc comics, missile, shark attack, rescue, shark, shark repelent, black cat, super powers","adam west, burt ward, lee meriwether, cesar romero, burgess meredith, frank gorshin, alan napier, neil hamilton, stafford repp, madge blake, reginald denny, milton frome, gil perkins, dick crockett, george sawaya, van williams, jack lalanne, arthur tovey",leslie h. martinson,9.815394
"Lock, Stock and Two Smoking Barrels","comedy, crime","ambush, alcohol, shotgun, tea, joint, machismo, cocktail, rifle, marijuana, cockney accent, pot smoking, hatchet, antique, cardsharp, anger, carjacking, piano, strip show, high stakes","jason flemyng, dexter fletcher, nick moran, jason statham, vinnie jones, sting, steven mackintosh, nicholas rowe, lenny mclean, p.h. moriarty, frank harper, huggy leaver, stephen marcus, peter mcnicholl, nick marcq, tony mcmahon, steve sweeney, charles forbes, vas blackwood, jake abraham, victor mcguire, danny john-jules, elwin 'chopper' david, vera day, rob brydon, alan ford, andrew tiernan",guy ritchie,16.032594
The Celebration,drama,"suicide, father son relationship, child abuse, sexual abuse, depression, parents kids relationship, secret, birthday, twin sister, hotelier, country house, daughter, dogme 95, family reunion, lecture, child","ulrich thomsen, henning moritzen, thomas bo larsen, paprika steen, birthe neumann, trine dyrholm, helle dolleris, therese glahn, klaus bondam, bjarne henriksen, gbatokai dakinah, lars brygmann, lene laub oksen, linda laursen, john boas, erna boas, thomas vinterberg, kaj rasmussen, robert strandgård, gry worre hallberg, lasse lunderskov",thomas vinterberg,10.240917
Trees Lounge,"comedy, drama","bar, alcoholism, independent film, drinking","steve buscemi, chloë sevigny, carol kane, mark boone junior, bronson dudley, anthony lapaglia, michael buscemi, elizabeth bracco, rockets redglare, samuel l. jackson, bianca hunter, io tillett wright, eszter balint",steve buscemi,3.443916
Journey from the Fall,drama,"vietnam, independent film","kiều chinh, long nguyen, diem lien, jayvee mai the hiep, khanh doan, cat ly, nguyen thai nguyen, tere morris",ham tran,0.072066
Eddie: The Sleepwalking Cannibal,"horror, comedy","cannibal, sleepwalking, art teacher","thure lindhardt, dylan smith, georgina reilly, alain goulem, stephen mchattie, peter michael dillon, paul braunstein, alexis maitland, sean tucker, karl claude, jon mclaren, norman mikeal berketa, rachelle casseus, charlie ebbs, bart rochon, matthew stefiuk, jolanta mojsej, corey charron",boris rodriguez,0.143784
Queen of the Mountains,"drama, action",biography,"elina abai kyzy, aziz muradillayev, nasira mambetov, adilet usubaliyev, mirlan abdulayev",sadyk sher-niyaz,0.077873
Def-Con 4,science fiction,"post-apocalyptic, dystopia, canuxploitation","lenore zann, maury chaykin, kate lynch, kevin king, john walsch, tim choate, jeff pustil, donna king, alan macgillivray, florence patterson, karen kennedy, ken ryan","paul donovan, digby cook",0.319792
The Hebrew Hammer,"action, comedy",independent film,"adam goldberg, judy greer, andy dick, mario van peebles",jonathan kesselman,1.600797
Neal 'n' Nikki,"comedy, romance",musical,"uday chopra, tanisha mukherjee, abhishek bachchan, richa pallod, gaurav gera, kamini khanna, susheel parashara, sanaa abdu khazal, zain meghji, garry saran, kristy mcquade, samantha mcleod, priya sachdev, alexandre montez, serinda swan",arjun sablok,0.285131
The 41YearOld Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,comedy,duringcreditsstinger,"bryan callen, noureen dewulf, mircea monroe, stephen kramer glickman, austin michael scott, steven sims, chris spencer, randall park, frank maharajh, matt crabtree",craig moss,5.628399
Forget Me Not,"drama, horror, romance",independent film,"carly schroeder, cody linley, brie gabrielle, chloe bridges, micah alberti, brittany finamore, sean wing, zachary abel, alex mauriello, courtney biggs, joey luthman, sacha edwards, saige ryan campbell, kylie chalfa, robby d. bruce, bella thorne, kenton duty, christopher atkins, dan gauthier, julie janney, mark kemble, barbara bain, sam endicott, fiona goodwin, marc mctizic, roxana ortega, jamieson stern, ron roggé, raven lexy, lauren graves, brian graves, christina gabrielle, charles dierkop, jillian murray",tyler oliver,5.065752
Rebecca,"drama, mystery","monte carlo, based novel, age difference, secret, obsession, bride, cornwall, love, suspense, rural setting, devotion, housekeeper, death, estate, costume party, film noir, second wife","laurence olivier, joan fontaine, george sanders, judith anderson, nigel bruce, reginald denny, gladys cooper, florence bates, leo g. carroll, leonard carey, lumsden hare, edward fielding, forrester harvey, philip winter, alfred hitchcock, c. aubrey smith, billy bevan, gino corrado, melville cooper, egon brecher, leyland hodgson, alphonse martell, william h. o'brien, ronald r. rondell, phyllis woodward",alfred hitchcock,18.426825
